timestamp,movement,heart_rate,state,hr_change,hr_rolling_mean,movement_rolling_mean
523,15.031731770833334,122.8,active,-0.4000000000000057,124.6,16.98515625
524,19.895377604166665,122.4,active,-0.3999999999999915,124.2,17.307502604166665
525,13.1734765625,122.0,active,-0.4000000000000057,123.8,15.779865885416665
526,15.114010416666666,122.33333333333333,active,0.3333333333333286,123.47333333333333,16.142333333333333
527,13.456354166666667,122.66666666666667,active,0.3333333333333428,123.22,15.52515234375
528,6.946888020833334,123.0,active,0.3333333333333286,123.04,13.97423046875
529,20.0589453125,123.33333333333333,active,0.3333333333333286,122.93333333333332,14.301656249999999
530,15.016510416666666,123.66666666666667,active,0.3333333333333428,122.9,14.71001171875
531,17.662669270833334,124.0,active,0.3333333333333286,122.94000000000001,14.526990885416666
532,18.404205729166662,124.33333333333333,active,0.3333333333333286,123.05333333333333,15.476016927083332
533,11.604140625,124.66666666666667,active,0.3333333333333428,123.24000000000001,15.1332578125
534,21.548528645833333,125.0,active,0.3333333333333286,123.5,15.298572916666666
535,20.599921875,125.33333333333333,active,0.3333333333333286,123.83333333333333,16.041217447916665
536,10.531145833333332,125.66666666666667,active,0.3333333333333428,124.16666666666667,15.582930989583335
537,22.04294270833333,126.0,active,0.3333333333333286,124.5,16.441589843750002
538,18.604479166666668,126.33333333333333,active,0.3333333333333286,124.83333333333333,17.607348958333333
539,13.244557291666666,126.66666666666667,active,0.3333333333333428,125.16666666666667,16.92591015625
540,18.20747395833333,127.0,active,0.3333333333333286,125.5,17.245006510416665
541,20.2146875,126.86666666666666,active,-0.13333333333333997,125.78666666666666,17.500208333333333
542,16.816158854166666,126.73333333333333,active,-0.13333333333332575,126.02666666666667,17.34140364583333
543,15.608958333333334,126.6,active,-0.13333333333333997,126.22,17.74188541666667
544,13.2443359375,126.46666666666667,active,-0.13333333333332575,126.36666666666667,16.911466145833334
545,12.490924479166669,126.33333333333333,active,-0.13333333333333997,126.46666666666667,16.10056640625
546,16.563111979166667,126.2,active,-0.13333333333332575,126.52000000000001,16.703763020833332
547,17.447578125,126.06666666666666,active,-0.13333333333333997,126.52666666666667,16.2442265625
548,12.742421875,125.93333333333334,active,-0.13333333333332575,126.48666666666668,15.658020833333333
549,29.294244791666667,125.8,active,-0.13333333333333997,126.4,17.262989583333333
550,16.7524609375,125.66666666666667,active,-0.13333333333332575,126.26666666666668,17.117488281249997
551,21.4707421875,125.53333333333333,active,-0.13333333333333997,126.13333333333335,17.24309375
552,21.949049479166668,125.4,active,-0.13333333333332575,126.0,17.7563828125
553,19.3354296875,125.26666666666667,active,-0.13333333333333997,125.86666666666665,18.12902994791667
554,22.730377604166662,125.13333333333334,active,-0.13333333333332575,125.73333333333332,19.077634114583333
555,15.582278645833334,125.0,active,-0.13333333333333997,125.6,19.386769531250003
556,14.2855078125,124.86666666666666,active,-0.13333333333333997,125.46666666666665,19.159009114583334
557,21.04485677083333,124.73333333333333,active,-0.13333333333332575,125.33333333333333,19.518736979166665
558,9.592877604166668,124.6,active,-0.13333333333333997,125.2,19.203782552083332
559,10.166614583333333,124.46666666666667,active,-0.13333333333332575,125.06666666666668,17.291019531249997
